"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J4Z76TD4","newspaperArticle","2020","Marcoux, Valérie","Jean-François Cliche: la vérité dans toute sa complexité","Le Soleil","","","","https://www.lesoleil.com/actualite/jean-francois-cliche-la-verite-dans-toute-sa-complexite-dcd20507524b793cd6787210d3a5022d","Depuis 2017, le chroniqueur scientifique Jean-François Cliche offre des réponses précises, nuancées et sans angles morts aux questions que lui envoient les lecteurs dans le cadre de sa chronique «Vérification faite». Son nouveau livre Fake news, le vrai, le faux et la science rassemble 80 de ses articles qui s’attaquent autant aux mensonges malicieux, aux demi-vérités, qu’aux biais des journalistes.","2020-10-24","2021-03-02 14:58:53","2021-06-18 12:17:28","2021-02-02","","","","","","","Jean-François Cliche","","","","","","","fr","","","","","","","Publication Title: Le Soleil","","","","vérité; faux; Livre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Actualités","","","",""
"Q9WJVK9K","webpage","2012","Government of Canada, Conseil de recherches en sciences humaines","Conseil de recherches en sciences humaines","","","","","https://www.sshrc-crsh.gc.ca/society-societe/stories-histoires/story-histoire-fra.aspx?story_id=303&utm_source=Dialogue_Novembre_2020&utm_campaign=Dialogue_November_2020_FR&utm_medium=email","Conseil de recherches en sciences humaines","2012-05","2021-03-02 14:58:53","2021-06-18 10:24:06","2021-02-03","","","","","","","","","","","","","","fra","","","","","","","","<p>Last Modified: 2012-11-29</p>","","","Humanités numériques; Archives numériques","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5JE98BL","bookSection","2020","Latzko-Toth, Guillaume; Bonneau, Claudine; Millette, Melanie","La densification des données : revaloriser la recherche qualitative à l’ère des données massives","","978-2-7606-4249-2","","","","","2020-10","2021-03-02 14:58:53","2021-03-02 14:58:53","","181–194","","","","","","La densification des données","","","","","","","","","","","","","","","","","","Big data; Données massives; Humanités numériques","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECC5Z4YJ","newspaperArticle","2020","Béland, Gabriel","Un café de Charlevoix victime des complotistes","La Presse","","","","https://www.lapresse.ca/actualites/2020-08-26/un-cafe-de-charlevoix-victime-des-complotistes.php","Des restaurateurs de Charlevoix se retrouvent bien malgré eux la cible de conspirationnistes qui croient déceler dans le logo d’un café de Baie-Saint-Paul des symboles pédophiles et satanistes.","2020-08-26","2021-03-02 14:58:53","2021-06-18 11:14:57","2021-02-03","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: Actualités</p>","","","Complotisme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRQMYFLI","newspaperArticle","2020","Le Soleil","2020, l’année de tous les complots","La Presse","","","","https://www.lapresse.ca/actualites/2020-12-26/2020-l-annee-de-tous-les-complots.php","En 2020, les théories du complot se sont multipliées plus vite que les feux de broussailles sur les collines asséchées de la Californie. Docteur est-ce grave ? S’agit-il d’une dérive passagère ou du symptôme d’un mal plus grand ? Portrait du phénomène métro, boulot, dodo, complot.","2020-12","2021-03-02 14:58:53","2021-06-18 11:28:58","2021-02-03","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: Actualités</p>","","","Théories de la conspiration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Actualités","","","",""
"J6UK3ZQS","book","2020","Madisson, Mari-Liis; Ventsel, Andreas","Strategic Conspiracy Narratives: A Semiotic Approach","","978-0-367-03098-8","","","https://www.routledge.com/Strategic-Conspiracy-Narratives-A-Semiotic-Approach/Madisson-Ventsel/p/book/9780367030988","Strategic Conspiracy Narratives proposes an innovative semiotic perspective for analysing how contemporary conspiracy theories are used for shaping interpretation paths and identities of a targeted audience. Conspiracy theories play a significant role in the viral spread of misinformation that has an impact on the formation of public opinion about certain topics. They allow the connecting of different events that have taken place in various times and places and involve several actors that s","2020","2021-03-02 14:58:53","2021-06-18 14:40:04","2021-02-03","","144","","","","","Strategic Conspiracy Narratives","","","","","","","en","","","","","","","Publication Title: Routledge & CRC Press","","","","Théories de la conspiration; Conspiracy narratives","","","","","","","","","","","","","","","","","","","","","Routledge","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWBIR5UW","newspaperArticle","2021","Leclerc, Michel","Assaut du Capitole \textbar Le sinistre visage du mensonge","La Presse","","","","https://www.lapresse.ca/debats/opinions/2021-01-16/assaut-du-capitole/le-sinistre-visage-du-mensonge.php","Les émeutiers prenant d’assaut les portes du Capitole le 6 janvier ne sont pas seulement les créatures rageuses du président Trump. Libertariens et protestataires d’une mouvance idéologique hostile au réel, ils sont aussi les enfants d’une conception originelle de l’Amérique. Les Pères fondateurs, héritiers des Lumières, étaient profondément marqués par l’autoritarisme aristocratique des régimes monarchistes européens. La Constitution de 1787 visait à affranchir le pays à naître des vices de la servitude et de l’inégalité.","2021-01-16","2021-03-02 14:58:53","2021-06-18 11:50:47","2021-02-03","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: Opinions</p>","","","Trump; Politique américaine; Mensonge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Opinions","","","",""
"JXVPM6TX","newspaperArticle","2020","Gruda, Agnès","Informer à l’ère de Trump \textbar Le piège du mensonge","La Presse","","","","https://www.lapresse.ca/debats/editoriaux/2020-11-18/informer-a-l-ere-de-trump/le-piege-du-mensonge.php","Le « déclin de la vérité » qui a marqué la présidence de Donald Trump ne disparaîtra pas du jour au lendemain avec la relève de la garde à la Maison-Blanche.","2020-11","2021-03-02 14:58:53","2021-06-18 13:16:19","2021-02-03","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: Éditoriaux</p>","","","Trump; Politique américaine; Post-vérité; Mensonge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Éditoriaux","","","",""
"5IZ9QQ5C","newspaperArticle","2020","Péloquin, Tristan","Sondage CROP \textbar Une personne sur cinq adhère à des thèses complotistes","La Presse","","","","https://www.lapresse.ca/covid-19/2020-10-24/sondage-crop/une-personne-sur-cinq-adhere-a-des-theses-complotistes.php","Environ 20 % de la population québécoise adhère à l’une ou l’autre des théories du complot qui entourent la pandémie de COVID-19, confirme un sondage réalisé par la maison CROP. Un sentiment d’exclusion social semble être le point commun des personnes qui croient en ces thèses.","2020-10-24","2021-03-02 14:58:53","2021-06-18 14:37:38","2021-02-03","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: COVID-19</p>","","","Sociologie; Complotisme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sondage CROP","","","",""
"2SYVPP77","newspaperArticle","2020","Laprise, Maxime","Les conspirationnistes ont (presque) raison","La Presse","","","","https://www.lapresse.ca/debats/opinions/2020-08-23/les-conspirationnistes-ont-presque-raison.php","La crise sanitaire actuelle a provoqué une explosion de la pensée complotiste au Québec. Issues des pseudo-sciences, de l’extrême droite, du conservatisme américain, de la science-fiction ou de la spiritualité nouvel âge, ces théories diverses et parfois contradictoires s’inscrivent dans un spectre allant du simplement saugrenu au totalement délirant. Ce qui étonne le plus lorsqu’on se penche sur le contenu de ces affabulations, c’est qu’elles prennent le plus souvent leurs racines dans des problèmes bien réels dont elles apparaissent comme des reflets abâtardis par le miroir déformant de la pensée complotiste. Donnons quelques exemples.","2020-08","2021-03-02 14:58:52","2021-06-18 13:51:17","2021-02-03","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: Opinions</p>","","","Conspirationnistes; Politique américaine; QAnon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Opinions","","","",""
"ZMYQLFDV","newspaperArticle","2020","Mema, Briseida; Varley, Emmy","Les tunnels secrets de la paranoïa attirent les touristes","La Presse","","","","https://www.lapresse.ca/voyage/europe/2020-09-17/les-tunnels-secrets-de-la-paranoia-attirent-les-touristes.php","En Albanie, la pandémie fait trembler le tourisme, mais de rares visiteurs étrangers se risquent malgré tout à parcourir le dédale de tunnels obscurs creusés sous une forteresse par le tyran paranoïaque Enver Hoxha, pour se défendre d’une attaque nucléaire qui n’est jamais arrivée.","2020-09","2021-03-02 14:58:52","2021-06-18 13:52:04","2021-02-03","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: Europe</p>","","","secret; paranoia; Théories de la conspiration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Voyage, Europe","","","",""
"6J76QZA4","webpage","2019","Al-Ghaili, Hashem","AI can now turn still images into moving heads","Facebook","","","","https://www.facebook.com/watch/?v=855459944834349","","2019-05-23","2021-03-02 14:58:52","2021-06-18 11:28:08","2021-02-03","","","","","","","","","","","","","","","","Média social","","","","","","","","","Deep Fakes; Intelligence artificielle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"457NA5H8","book","2011","Choinière, Olivier","CEAD - Projet blanc","","","","","https://www.cead.qc.ca/_cead_repertoire/id_document/9321","","2011-11","2021-03-02 14:58:52","2021-03-02 14:58:52","2021-02-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9GW6ZZ7","book","2019","Cambier, Alain","Philosophie de la post-vérité","","","","","","","2019","2021-03-02 14:58:52","2021-03-02 14:58:52","","","","","","","","","","","","","Hermann","Paris","fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULULZMUH","book","2009","Berque, Augustin","Ecoumène : Introduction à l'étude des milieux humains","","2-7011-5177-5","","","","","2009-09","2021-03-02 14:58:50","2021-03-02 14:58:50","","","","","","","","Ecoumène","","","","","Belin","","","","","","","","","","<p>&quot;De son côté, la chôra platonicienne a beaucoup à voir avec le basho nishidien. Matrice et empreinte à la fois, elle semble illustrer le thème de l&apos;&quot;auto-identité absolument contradictoire&quot;. A cela rien d&apos;étonnant puisque [...] tant la chôra que le basho relèvent du monde sensible, non du monde intelligible. Inversement, la notion de topos, dans la mesure où elle concorde avec la logique de l&apos;identité du sujet, relève moins de la sensibilité que de l&apos;intelligibilité.&quot; p. 232</p>; <p>&quot;Il est illégitime [...] d&apos;appliquer au sens des choses les techniques d&apos;analyse du sens développées à propos des signes linguistiques. Une telle approche n&apos;est pas seulement partielle ; elle est fausse dans son principe, car elle commet l&apos;erreur de prendre la carte pour le territoire. Le signe de la chose n&apos;est pas la chose, et une sémiologie ne peut donc pas expliquer les choses. Or les choses ont du sens.&quot; p. 188</p>; <p>&quot;Il y a cependant, pour ce faire, une voie moins directement violente ; et c&apos;est celle que, dans l&apos;ensemble, a suivie la modernité : supprimer le chôra qui, ontologiquement, est nécessaire à la genisis ; autrement dit, neutraliser le déploiement des lieux singuliers de l&apos;écoumène au bénifie d&apos;un espace universel.&quot; p. 105</p>; <p>&quot;L&apos;échelle, c&apos;est en effet ce qui apporte la grandeur de l&apos;édifice non seulement à la taille humaine, mais aux réalités sensible. Cela n&apos;est pas le cas de la proportion qui réfère la forme à elle-même ou à d&apos;autres formes relevant d&apos;un même système, lequel peut être totalement abstrait.&quot; p. 97</p>; <p>&quot;l&apos;écoumène est une relation : la relation à la fois écologique, technique et symbolique de l&apos;humanité à l&apos;étendue terrestre. Elle ne se borne donc pas à la matérialité de l&apos;étant physique [...], ni à celle de sa population humaine [...]. L&apos;écoumène, c&apos;est nécessairement cela mais aussi et non moins nécessairement, le déploiement existentiel qui se poursuit en chaque être humain, et qui de ce fait a toujours excédé la définition géométrique des corps.&quot; p. 17</p>; <p>&quot;L&apos;horizon de l&apos;univers n&apos;est pas celui de nos paysages ; mais on peut dire au moins qu&apos;il est celui de notre raison : nous n&apos;avons pas moyen de voir ni de penser rationnellement au delà. En particulier c&apos;est l&apos;horizon de notre science ; laquelle [...] est radicalement incapable, en tant que physique mathématique, d&apos;objectiver complètement l&apos;univers, puisqu&apos;il s&apos;agit d&apos;un étant singulier, à la fois unité et totalité, qui ne peut être mis en relation avec rien d&apos;autre que lui-même.&quot; p. 128</p>; <p>&quot;La raison trajective, elle est en effet dans la pulsation existentielle qui, par la technique, déploie notre corps en monde sur la terre, et qui simultanément, par le symbole, reploie le monde en notre chair. Ainsi le corps et la terre, par le monde et par la chair, font l&apos;unité de l&apos;existence humaine (lgP/lgS) et de l&apos;écoumène (lgS/lgP), dans le moment structurel de leur médiance : (lgS/lgP)/(lgP/lgS). Voilà qui n&apos;était concevable ni dans les termes de la modernité (lgS), ni dans leur inversion (lgP).&quot; p. 402</p>; <p>&quot;Le topos du crayon, nous dirait Aristote, c&apos;est son contour immobile. Celui-ci le borne, autrement dit circonscrit son être. Dans cette définition affleure la conception aristotélicienne de l&apos;identité des choses, qui a fondé en Occident la logique du tiers exclu.&quot; p. 145</p>; <p>&quot;notre appréhension des choses participe au déploiement d&apos;un monde, au lieu de ne prendre sens que dans un arrangement de signes. Les anciens appelaient ce déploiement le poème du monde.&quot; p. 8</p>; <p>&quot;Son milieu ; à savoir le tissu relationnel au sein duquel le crayon existe, et sans lequel il n&apos;existerait pas.&quot; p. 146</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
